Date,SPX,RTY,MXEA,MXEF,LBUSTRUU,LF98TRUU,FNERTR,SPGSCI,XAU,NDX
2009-03-31,1331.5095,511.0028,1491.8438,779.0519,1455.79,704.77,3472.97,358.526,919.35,1296.6121
2009-04-30,1458.9212,589.9878,1685.3851,908.366,1462.75,790.08,4550.27,365.848,888.2,1461.8882
2009-05-29,1540.4755,607.7698,1887.9283,1064.4877,1473.36,843.24,4648.41,443.053,979.18,1507.0984
2009-06-30,1543.5244,616.6856,1878.0066,1050.4508,1481.74,867.39,4474.92,450.217,926.5,1551.204
2009-07-31,1660.2627,676.0747,2049.5485,1169.0932,1505.64,920.18,4943.57,457.407,954.0,1684.0277
2009-08-31,1720.1718,695.4604,2161.8159,1165.1403,1521.23,937.34,5605.49,453.787,951.19,1708.851
2009-09-30,1784.3533,735.511,2245.0573,1271.1409,1537.21,990.72,5963.97,462.748,1007.7,1807.9096
2009-10-30,1751.1877,685.5359,2217.1215,1272.8567,1544.8,1008.5,5695.33,496.808,1045.45,1753.7899
2009-11-30,1856.1558,706.8888,2262.4833,1327.621,1564.8,1018.66,6088.91,512.574,1179.63,1861.3198
2009-12-31,1892.0031,763.7481,2295.4342,1382.2747,1540.34,1052.08,6524.25,524.621,1096.98,1959.5952
2010-01-29,1823.9462,735.6007,2194.4262,1304.554,1563.87,1065.39,6184.3,486.145,1081.2,1834.3345
2010-02-26,1880.4077,768.698,2179.9828,1308.9736,1569.71,1067.25,6514.45,517.484,1117.59,1918.4386
2010-03-31,1993.8848,831.0874,2317.9127,1414.8658,1567.78,1100.71,7177.91,530.159,1113.25,2066.2116
2010-04-30,2025.349,878.119,2277.6292,1432.156,1584.1,1126.51,7676.2,549.941,1179.03,2111.6689
2010-05-31,1863.6295,811.4985,2018.6643,1307.0226,1597.43,1086.03,7250.53,488.193,1216.3,1957.4325
2010-06-30,1766.0587,748.5994,1999.8751,1297.8997,1622.48,1099.55,6886.77,495.177,1242.38,1838.6539
2010-07-30,1889.787,800.0123,2189.5518,1406.6176,1639.8,1138.65,7542.56,524.809,1181.0,1971.1055
2010-08-31,1804.4692,740.7755,2122.3571,1379.5279,1660.89,1139.06,7437.87,499.162,1247.4,1871.1462
2010-09-30,1965.5,833.073,2331.2,1533.0574,1662.66,1173.38,7770.14,546.064,1308.54,2115.7184
2010-10-29,2040.2836,867.1599,2415.5707,1577.7026,1668.58,1203.68,8135.44,564.16,1359.4,2250.0962
2010-11-30,2040.5293,897.2357,2300.3662,1536.1517,1658.99,1189.62,7976.14,575.84,1386.23,2245.2536
2010-12-31,2176.9132,968.5438,2486.9173,1648.2826,1641.1,1211.19,8347.58,631.83,1421.4,2352.6669
2011-01-31,2228.5001,966.0487,2545.8839,1602.8735,1643.01,1237.91,8691.91,655.26,1332.68,2421.0294
2011-02-28,2304.8279,1019.0278,2630.9379,1587.1739,1647.12,1254.13,9090.25,690.85,1411.33,2496.769
2011-03-31,2305.7577,1045.4378,2573.638,1680.717,1648.03,1258.19,8973.82,725.62,1432.2,2484.8167
2011-04-29,2374.0237,1073.0439,2728.6155,1733.4242,1668.95,1277.69,9432.7,758.79,1563.7,2554.6687
2011-05-31,2347.1437,1052.9255,2651.5599,1688.2552,1690.73,1283.92,9526.95,707.26,1535.73,2524.7926
2011-06-30,2308.016,1028.6498,2619.3709,1663.3144,1685.78,1271.42,9234.38,668.85,1500.18,2475.6183
2011-07-29,2261.0692,991.4683,2578.2415,1656.872,1712.53,1286.16,9331.56,686.08,1627.05,2516.8418
2011-08-31,2138.2249,905.2079,2346.4441,1509.2975,1737.55,1234.68,8809.33,674.69,1825.55,2391.259
2011-09-30,1987.9155,803.733,2124.3267,1289.4428,1750.19,1194.32,7842.65,591.0,1623.79,2283.11
2011-10-31,2205.1785,925.3838,2329.1889,1459.5827,1752.07,1265.89,8962.35,647.96,1714.7,2520.0848
2011-11-30,2200.2829,922.0087,2217.1153,1363.1975,1750.55,1238.6,8625.48,658.02,1746.35,2455.5855
2011-12-30,2222.7489,928.0998,2196.4074,1349.0025,1769.79,1271.5,9039.07,644.91,1564.91,2437.6519
2012-01-31,2322.3552,993.6714,2313.9729,1501.3733,1785.33,1310.11,9613.8,660.68,1737.76,2641.9884
2012-02-29,2422.7795,1017.4523,2448.2229,1590.493,1784.92,1341.22,9526.22,703.5,1696.76,2812.9733
2012-03-30,2502.3759,1043.5204,2438.6727,1537.5983,1775.14,1339.35,9987.37,688.71,1668.15,2955.4745
2012-04-30,2486.654,1027.4012,2392.0934,1519.646,1794.82,1353.37,10254.33,684.88,1664.75,2923.0365
2012-05-31,2337.2074,959.4415,2120.598,1350.1219,1811.06,1335.7,9802.04,596.2,1560.51,2714.4074
2012-06-29,2433.5106,1007.3169,2270.1131,1402.9366,1811.77,1363.9,10386.82,599.44,1597.45,2813.9233
2012-07-31,2467.302,993.3971,2296.1382,1431.2728,1836.76,1389.85,10612.21,635.82,1614.58,2843.919
2012-08-31,2522.8964,1026.5425,2358.7484,1426.9355,1837.96,1406.12,10624.91,675.03,1691.85,2990.1265
2012-09-28,2588.0843,1060.2525,2429.6505,1513.3527,1840.49,1425.69,10493.88,665.73,1772.25,3020.98
2012-10-31,2540.2981,1037.2508,2450.0232,1504.3157,1844.11,1438.21,10467.52,637.74,1720.65,2859.4551
2012-11-30,2555.0047,1042.7743,2510.1827,1523.4666,1847.02,1449.72,10439.07,650.05,1714.98,2900.256
2012-12-31,2578.1632,1080.1787,2590.8212,1600.1963,1844.39,1472.56,10819.84,646.58,1675.35,2884.9078
2013-01-31,2711.6878,1147.7901,2727.9372,1621.5457,1831.49,1492.3,11215.56,675.37,1663.7,2961.7816
2013-02-28,2748.4814,1160.45,2703.3862,1600.4505,1840.67,1499.88,11354.74,648.21,1579.61,2976.2227
2013-03-29,2851.5627,1214.0403,2728.058,1573.265,1842.14,1515.15,11696.24,655.05,1597.5,3065.2464
2013-04-30,2906.4973,1209.5803,2871.4516,1585.6149,1860.78,1542.56,12436.69,624.44,1476.71,3141.7166
2013-05-31,2974.427,1257.9211,2805.2457,1545.5826,1827.58,1533.62,11702.91,615.46,1387.8,3251.5948
2013-06-28,2934.4917,1251.4737,2706.3589,1447.9809,1799.31,1493.4,11446.85,611.3,1234.53,3175.8251
2013-07-31,3083.8099,1339.0493,2850.4027,1463.6322,1801.77,1521.71,11541.72,638.64,1325.07,3375.434
2013-08-30,2994.4407,1296.4981,2813.5702,1439.0069,1792.56,1512.46,10777.4,657.05,1395.27,3365.601
2013-09-30,3088.3531,1379.1887,3023.278,1533.0414,1809.53,1527.48,11147.52,632.4,1329.03,3525.4242
2013-10-31,3230.3029,1413.8701,3125.3627,1607.8468,1824.16,1565.75,11630.75,622.52,1323.06,3702.1168
2013-11-29,3328.6933,1470.5219,3150.3252,1584.3384,1817.33,1573.7,11064.85,620.12,1253.35,3832.9364
2013-12-31,3412.736,1499.5247,3198.1427,1563.9959,1807.06,1582.19,11128.83,632.29,1201.64,3949.2464
2014-01-31,3294.7432,1458.0181,3070.42,1461.5411,1833.76,1593.29,11497.42,622.26,1244.55,3873.8286
2014-02-28,3445.3975,1526.7091,3242.5463,1509.1686,1843.51,1625.52,12033.97,649.6444,1326.39,4073.761
2014-03-31,3474.3664,1516.3156,3225.5463,1555.6466,1840.37,1629.36,12076.48,648.857,1284.01,3965.4893
2014-04-30,3500.0397,1457.5111,3273.8991,1561.4713,1855.9,1639.68,12438.1,652.5111,1291.6,3952.1985
2014-05-30,3582.1403,1469.1934,3330.5884,1616.2933,1877.03,1654.77,12800.55,649.6324,1249.68,4131.8856
2014-06-30,3656.1411,1547.3653,3363.4319,1659.9172,1878.0,1668.59,12937.07,658.5723,1327.33,4259.4663
2014-07-31,3605.7146,1453.7046,3298.454,1693.0612,1873.29,1646.34,12941.18,621.7026,1282.59,4309.2749
2014-08-29,3749.9171,1525.7879,3294.5554,1731.7726,1893.97,1672.43,13365.0,610.9172,1287.32,4528.753
2014-09-30,3697.3396,1433.4871,3169.7327,1603.7773,1881.11,1637.42,12615.85,574.2939,1208.15,4494.7505
2014-10-31,3787.6298,1527.9813,3124.3283,1622.8787,1899.6,1656.89,13749.9,539.5923,1172.94,4616.7448
2014-11-28,3889.4119,1529.3602,3168.3759,1605.7009,1913.08,1644.82,14071.2,482.1124,1167.38,4826.0557
2014-12-31,3879.4035,1572.9448,3060.0163,1533.1923,1914.87,1621.01,14247.97,418.1225,1184.37,4714.5898
2015-01-30,3762.9503,1522.3593,3075.7768,1542.2719,1955.02,1631.71,15126.47,389.6819,1283.79,4619.0927
2015-02-27,3979.1689,1612.7364,3260.6181,1589.6568,1936.64,1671.04,14666.73,421.2419,1213.18,4953.5189
2015-03-31,3916.2517,1640.831,3215.286,1567.294,1945.63,1661.89,14815.12,396.6492,1183.57,4838.1865
2015-04-30,3953.7713,1598.9852,3347.6523,1688.2238,1938.65,1681.95,14081.98,445.5848,1184.37,4929.3165
2015-05-29,4004.6217,1635.4909,3333.6956,1620.9461,1933.98,1687.05,14050.82,439.0937,1190.58,5043.4027
2015-06-30,3927.0995,1647.7379,3240.4303,1580.2174,1912.89,1661.94,13472.42,440.6926,1172.35,4922.4385
2015-07-31,4009.3894,1628.5919,3307.8883,1471.5218,1926.19,1652.26,14144.31,378.3843,1095.8,5140.0544
2015-08-31,3767.4351,1526.2504,3065.6037,1338.8909,1923.42,1623.48,13321.15,380.848,1134.93,4797.4367
2015-09-30,3674.231,1451.3692,2911.9546,1299.0785,1936.43,1581.23,13605.29,359.3369,1115.09,4694.6212
2015-10-30,3984.1605,1533.1423,3139.9647,1391.8268,1936.76,1624.7,14485.7,363.4441,1142.11,5222.4211
2015-11-30,3995.9735,1583.0144,3092.3575,1337.587,1931.64,1588.59,14461.0,336.1496,1064.77,5251.2345
2015-12-31,3932.5879,1503.527,3051.4502,1309.2563,1925.4,1548.58,14650.51,311.6524,1061.1,5173.5729
2016-01-29,3737.4311,1371.2892,2831.2671,1224.2745,1951.89,1523.69,14134.87,300.6679,1118.21,4822.1503
2016-02-29,3732.3522,1371.1349,2780.9443,1222.1014,1965.74,1532.4,14074.39,303.6298,1238.67,4744.9277
2016-03-31,3985.5385,1480.5666,2964.6076,1383.76,1983.77,1600.51,15505.92,323.4185,1232.75,5066.8927
2016-04-29,4000.9989,1503.8041,3052.9361,1391.5637,1991.39,1663.17,15224.7,360.407,1293.53,4908.6971
2016-05-31,4072.7916,1537.6673,3028.7306,1339.9134,1991.9,1673.44,15576.94,370.9456,1215.32,5127.0829
2016-06-30,4083.362,1536.6845,2928.3787,1394.7807,2027.69,1688.84,16654.7,374.0323,1321.9,5008.943
2016-07-29,4233.8932,1628.4352,3076.8603,1468.4065,2040.51,1734.5,17302.42,339.3952,1351.28,5366.1235
2016-08-31,4239.8513,1657.2218,3080.0335,1505.3769,2038.18,1770.79,16701.17,348.2078,1308.97,5423.982
2016-09-30,4240.5997,1675.6803,3119.4139,1525.2015,2036.98,1782.59,16453.83,364.4711,1315.87,5545.0526
2016-10-31,4163.2437,1596.0184,3056.2435,1528.9737,2021.4,1789.47,15613.01,361.623,1277.21,5462.6968
2016-11-30,4317.4348,1773.7749,2996.9265,1458.6355,1973.59,1780.98,15234.82,377.2212,1173.2,5486.2884
2016-12-30,4402.4424,1823.4503,3100.1112,1463.1038,1976.37,1813.85,15914.73,398.2039,1147.5,5549.0605
2017-01-31,4485.9406,1830.6217,3190.4323,1543.1673,1980.25,1840.19,15941.14,395.8302,1210.72,5840.1605
2017-02-28,4664.0562,1865.8777,3237.1273,1590.3275,1993.56,1866.97,16581.04,402.2199,1248.44,6095.3326
2017-03-31,4669.454,1868.3193,3330.711,1630.9811,1992.51,1862.81,16320.1,388.2245,1249.2,6219.9292
2017-04-28,4717.4142,1888.8073,3417.8368,1667.0498,2007.89,1884.32,16390.8,382.7658,1268.28,6391.4579
2017-05-31,4783.7977,1850.3816,3546.2258,1716.6061,2023.34,1900.7,16369.93,377.8538,1268.92,6639.4026
2017-06-30,4813.61,1914.3127,3541.1086,1735.0009,2021.31,1903.27,16691.26,372.3775,1241.61,6480.0779
2017-07-31,4912.5884,1928.5182,3643.6689,1839.7236,2030.01,1924.35,16902.42,388.0653,1269.44,6750.3674
2017-08-31,4927.6265,1903.9819,3643.5454,1881.4327,2048.21,1923.6,17010.94,386.0041,1321.43,6887.6162
2017-09-29,5029.233,2022.787,3736.2634,1874.3271,2038.46,1940.87,16876.0,399.3082,1279.75,6879.5091
2017-10-31,5146.5838,2040.0105,3793.4012,1940.1549,2039.64,1949.07,16897.51,415.1419,1271.45,7192.6749
2017-11-30,5304.4365,2098.7476,3834.2478,1944.1349,2037.02,1944.09,17346.02,424.2574,1275.01,7341.0849
2017-12-29,5362.9927,2090.1795,3896.8233,2015.9518,2046.37,1949.97,17295.16,442.4357,1302.8,7379.009
2018-01-31,5669.9284,2144.7548,4092.7898,2183.7701,2022.8,1961.66,16785.79,456.533,1345.14,8021.014
2018-02-28,5460.9362,2061.959,3909.3608,2082.6122,2003.63,1944.99,15565.26,443.3807,1318.31,7923.4943
2018-03-30,5322.1238,2088.6115,3843.8811,2044.5026,2016.48,1933.24,16142.71,452.9353,1325.48,7611.5023
2018-04-30,5342.5383,2106.6711,3935.1132,2035.7998,2001.48,1945.82,16226.79,475.7616,1315.39,7642.7242
2018-05-31,5471.1723,2234.5454,3849.7092,1964.1341,2015.76,1945.28,16811.27,481.4273,1298.51,8076.6413
2018-06-29,5504.8072,2250.524,3804.1282,1883.7717,2013.28,1953.09,17514.65,487.4372,1252.6,8164.6612
2018-07-31,5709.671,2289.6738,3898.3677,1926.7011,2013.76,1974.4,17621.03,464.8324,1224.15,8389.9969
2018-08-31,5895.7101,2388.2949,3824.3865,1874.9942,2026.72,1988.97,18110.35,468.6881,1201.15,8893.7352
2018-09-28,5929.2236,2330.8469,3859.7434,1865.627,2013.67,2000.04,17667.15,486.2794,1190.88,8867.7395
2018-10-31,5523.9477,2077.679,3552.8006,1703.3018,1997.76,1968.07,17199.79,456.3168,1214.76,8103.3519
2018-11-30,5636.5004,2110.5055,3549.3629,1773.5856,2009.68,1951.14,18017.18,406.5197,1220.52,8096.062
2018-12-31,5127.3065,1859.6863,3378.1473,1728.0122,2046.6,1909.36,16595.65,374.3282,1282.49,7381.0579
2019-01-31,5538.18,2068.8383,3601.3509,1879.3124,2068.34,1995.67,18517.39,407.8907,1321.25,8056.9933
2019-02-28,5715.9996,2176.2006,3694.4579,1883.4326,2067.14,2028.86,18617.67,426.3466,1313.32,8293.5195
2019-03-29,5827.0348,2130.6366,3722.7828,1899.7761,2106.83,2047.94,19445.86,434.1253,1292.38,8627.6954
2019-04-30,6062.9671,2203.0152,3830.4329,1940.1282,2107.37,2077.06,19400.8,446.4518,1283.53,9101.9875
2019-05-31,5677.6724,2031.6812,3651.018,1799.8483,2144.78,2052.37,19525.76,407.7638,1305.58,8351.437
2019-06-28,6077.7783,2175.238,3869.1851,1913.6271,2171.71,2099.15,19793.88,425.3581,1409.55,8994.0792
2019-07-31,6165.1325,2187.697,3820.8039,1891.529,2176.49,2110.98,20098.76,422.4391,1413.78,9206.6144
2019-08-30,6067.4764,2079.6505,3723.1414,1799.7657,2232.89,2119.43,20931.02,397.0581,1520.38,9035.2426
2019-09-30,6180.9658,2122.919,3832.0697,1834.6846,2221.0,2127.15,21323.97,403.6126,1472.49,9109.998
2019-10-31,6314.8288,2178.8289,3970.0856,1912.2245,2227.69,2133.02,21554.83,407.5104,1512.99,9508.0894
2019-11-29,6544.0565,2268.248,4016.0382,1909.7118,2226.55,2139.99,21222.26,409.1913,1463.98,9898.1826
2019-12-31,6741.0931,2333.6298,4147.4814,2053.272,2225.0,2182.77,21352.44,436.2189,1517.27,10293.4334
2020-01-31,6738.1313,2258.728,4061.5413,1957.5933,2267.82,2183.35,21622.6,388.8018,1589.16,10602.7945
2020-02-28,6183.439,2068.462,3693.9706,1854.6171,2308.64,2152.56,20103.47,358.4439,1585.69,9990.3179
2020-03-31,5419.6698,1619.0147,3204.5665,1569.4098,2295.05,1905.89,16347.2,255.5416,1577.18,9233.8286
2020-04-30,6114.4384,1841.4072,3416.3467,1713.4485,2335.85,1991.76,17790.6,257.0446,1686.5,10640.373
2020-05-29,6405.6685,1961.2361,3566.9189,1726.9507,2346.72,2079.5,18094.9,307.0756,1730.27,11311.8019
2020-06-30,6533.0222,2030.5583,3690.1814,1854.6769,2361.51,2099.86,18512.81,325.483,1780.96,12032.1215
2020-07-31,6901.3664,2086.7614,3777.4384,2021.8646,2396.78,2198.3,19219.32,339.821,1975.86,12923.3954
2020-08-31,7397.4544,2204.3367,3972.9395,2067.0888,2377.43,2219.2,19245.57,358.2109,1967.8,14365.6723
2020-09-30,7116.3373,2130.7022,3872.2649,2034.2527,2376.13,2196.37,18733.04,350.178,1885.82,13551.0975
2020-10-30,6927.0868,2175.3262,3717.8934,2076.4743,2365.52,2207.52,18104.61,340.7799,1878.81,13122.6898
2020-11-30,7685.3387,2576.0446,4294.5681,2268.6373,2388.73,2294.85,19774.43,385.594,1776.95,14579.9562
2020-12-31,7980.5624,2798.8163,4495.5066,2439.1315,2392.02,2338.05,20258.86,409.458,1898.36,15324.5541
2021-01-29,7899.3409,2939.6532,4448.3582,2511.9655,2374.87,2345.78,20244.45,430.9947,1847.65,15373.9043
2021-02-26,8117.1709,3122.8417,4549.1513,2531.241,2340.58,2354.4,20795.58,476.9869,1734.04,15368.0068
2021-03-31,8472.5995,3154.0978,4659.933,2493.7106,2311.35,2357.92,21944.84,467.414,1707.71,15594.3301
2021-04-30,8924.7662,3220.3308,4803.2798,2556.1525,2329.61,2383.53,23726.14,505.8542,1769.13,16516.8809
2021-05-31,8987.0751,3226.9646,4963.5496,2615.8966,2337.22,2390.58,23921.42,519.2278,1906.87,16324.4241
2021-06-30,9196.85,3289.4807,4909.4829,2621.4467,2353.64,2422.6,24584.1,535.9755,1770.11,17369.0349
2021-07-30,9415.3044,3170.7009,4947.3682,2446.0285,2379.96,2431.83,25657.05,541.129,1814.19,17858.338
2021-08-31,9701.5917,3241.5528,5035.8321,2510.4344,2375.43,2444.32,26191.56,527.3677,1813.62,18617.6565
2021-09-30,9250.2361,3145.9603,4894.9141,2411.6369,2354.86,2444.06,24640.59,557.7057,1756.95,17559.0539
2021-10-29,9898.2267,3279.7866,5015.6608,2435.7567,2354.21,2439.87,26384.62,588.2094,1783.38,18952.9657
2021-11-30,9829.4315,3142.4324,4783.2377,2336.5049,2361.18,2416.14,26117.18,522.4443,1774.52,19309.9428
2021-12-31,10269.2852,3212.602,5029.0203,2382.6275,2355.14,2461.43,28625.44,561.1805,1829.2,19539.6017
2022-01-31,9737.8641,2903.2909,4786.7067,2337.418,2304.4,2394.13,26354.72,623.7843,1797.17,17880.9279
2022-02-28,9446.0186,2934.2287,4704.1908,2267.1551,2278.69,2369.55,25328.68,673.0487,1908.99,17068.2667
2022-03-31,9796.7355,2970.617,4741.0872,2216.8228,2215.38,2342.38,27119.13,724.1862,1937.44,17799.1188
2022-04-29,8942.4568,2676.2014,4437.5246,2093.8297,2131.31,2259.09,26127.91,756.7522,1896.93,15424.349
2022-05-31,8958.9675,2680.0495,4476.5678,2103.4912,2145.05,2264.63,24904.74,786.4548,1837.35,15187.9847
2022-06-30,8219.1718,2459.6066,4062.228,1964.9641,2111.4,2112.15,23136.73,709.2296,1807.27,13829.4507
2022-07-29,8977.0367,2716.3957,4265.4755,1961.5715,2162.99,2236.84,25114.35,692.6372,1765.94,15572.3558
2022-08-31,8610.9296,2660.81,4064.0133,1970.3719,2101.88,2185.29,23636.59,665.9277,1711.04,14776.5065
2022-09-30,7817.6574,2406.0571,3687.4331,1740.3255,2011.06,2098.5,20630.59,607.7575,1660.61,13217.9621
2022-10-31,8450.6013,2670.938,3885.9002,1686.5109,1985.01,2153.03,21328.28,636.8439,1633.56,13747.5988
2022-11-30,8922.856,2732.7365,4324.6115,1936.9066,2058.01,2199.76,22606.77,621.1091,1768.52,14519.631
2022-12-30,8407.8758,2555.287,4329.3259,1910.7491,2048.73,2186.03,21483.84,610.0719,1824.02,13212.039
2023-01-31,8936.1319,2804.3403,4680.8264,2061.7576,2111.76,2269.26,23647.16,606.0573,1928.36,14621.4053
2023-02-28,8717.2797,2756.8715,4584.3145,1928.1149,2057.16,2240.09,22245.88,581.8661,1826.92,14566.9811
2023-03-31,9037.1675,2625.0106,4705.6912,1987.3768,2109.41,2264.03,21858.66,574.0241,1969.28,15956.5513
2023-04-28,9178.2261,2577.8041,4842.8897,1965.2503,2122.2,2286.64,21923.69,564.9676,1990.0,16039.3642
2023-05-31,9218.1389,2553.7662,4643.2021,1932.6819,2099.09,2265.69,20996.68,528.2247,1962.73,17279.9844
2023-06-30,9827.2164,2761.2775,4855.861,2007.5066,2091.6,2303.6,22121.65,540.4607,1919.35,18411.4826
2023-07-31,10142.9158,2930.1269,5014.07,2133.5249,2090.15,2335.38,22564.66,593.4022,1965.09,19118.4296
2023-08-31,9981.4235,2783.431,4822.7493,2002.5069,2076.8,2341.85,21813.8,591.4241,1940.19,18831.3447
2023-09-29,9505.5248,2619.4705,4661.5491,1951.0137,2024.02,2314.15,20277.9,609.6686,1848.63,17885.3071
2023-10-31,9305.6633,2440.7767,4472.9797,1875.3279,1992.08,2287.2,19645.69,576.9723,1983.88,17521.1316
2023-11-30,10155.5121,2661.1427,4889.1062,2025.5999,2082.29,2390.82,21976.12,555.7702,2036.41,19416.7397
2023-12-29,10615.6716,2986.6197,5149.5915,2104.0492,2162.0,2479.95,23923.6,535.6413,2062.98,20495.771
