,maxSharpe,maxSharpe,maxSharpe,maxSharpe,maxSharpe,maxSharpe,maxSharpe,maxSharpe,maxSharpe,maxSharpe,maxSharpe,maxSharpe,maxSharpe,maxSharpe,maxSharpe,maxSharpe,maxSharpe,maxSharpe,maxSharpe
,$DIQ1$,$DIQ2$,$DIQ3$,$DIQ4$,$DIQ5$,$HC$,$LS1$,$LS2$,$LS3$,$LS4$,$LS5$,$NLS6$,$NLS7$,$NLS8$,$GS1$,$GS2$,$GS3$,$CRE$,$SRE$
Annualized Return (%),6.64,7.02,6.65,6.48,6.69,3.75,5.34,5.64,3.56,3.9,3.84,3.94,3.92,3.96,4.19,3.91,3.94,4.11,3.93
Cumulative Return (%),240.86,268.89,242.17,228.92,244.97,97.56,155.44,160.8,88.26,103.98,101.51,101.89,101.18,102.46,115.37,105.08,107.4,112.02,104.39
Annualized STD (%),9.85,9.7,9.74,10.05,9.77,8.29,11.19,12.81,8.85,8.1,8.13,9.15,9.13,9.18,8.28,7.94,7.52,8.34,8.34
Maximum Drawdown (%),-34.09,-31.89,-33.26,-37.56,-33.04,-29.52,-36.65,-40.74,-29.67,-28.53,-29.12,-30.12,-30.1,-30.15,-28.3,-27.05,-26.87,-29.59,-29.25
Monthly 95% VaR (%),-3.67,-3.86,-3.66,-3.74,-3.62,-3.22,-4.95,-5.92,-3.31,-3.24,-3.24,-3.92,-3.93,-3.91,-3.13,-3.36,-2.93,-3.39,-3.44
Sharpe Ratio,0.53,0.58,0.54,0.5,0.54,0.28,0.35,0.33,0.24,0.3,0.3,0.27,0.27,0.27,0.33,0.31,0.33,0.32,0.3
Turnover,1.1,1.94,1.13,1.39,1.18,3.44,3.33,4.12,3.49,3.18,3.39,3.42,3.44,3.41,3.24,3.27,3.14,3.19,3.35
