date,maxSharpe
2003-12-31,0.0
2004-01-30,0.9999999999999999
2004-02-27,0.32965811073450846
2004-03-31,0.22736479389409242
2004-04-30,0.12200366687207276
2004-05-31,0.09928879716298848
2004-06-30,0.058236829329414916
2004-07-30,0.0828302352224469
2004-08-31,0.05557659892045849
2004-09-30,0.04181552013884372
2004-10-29,0.0469548924470026
2004-11-30,0.02270757066370227
2004-12-31,0.02086844145613416
2005-01-31,0.039406903932260096
2005-02-28,0.03535379713586641
2005-03-31,0.01573674199547649
2005-04-29,0.03170692352793783
2005-05-31,0.01629924706380681
2005-06-30,0.008799146463818394
2005-07-29,0.030079328080068468
2005-08-31,0.0214864779801361
2005-09-30,0.0147192211253349
2005-10-31,0.013495272654849233
2005-11-30,0.01537789681925239
2005-12-30,0.09521249578583038
2006-01-31,0.18722350361961473
2006-02-28,0.12110410853828031
2006-03-31,0.01615044354667111
2006-04-28,0.027643725560970597
2006-05-31,0.16364694908724836
2006-06-30,0.07837783020744317
2006-07-31,0.10666337695161422
2006-08-31,0.013320393778380318
2006-09-29,0.014607289833826725
2006-10-31,0.0315215591866391
2006-11-30,0.134796659676496
2006-12-29,0.050018247284577516
2007-01-31,0.17627763993784873
2007-02-28,0.07981380037614208
2007-03-30,0.0737279993642064
2007-04-30,0.10079125241506703
2007-05-31,0.007185210472224091
2007-06-29,0.0636804561076127
2007-07-31,0.08468470770360523
2007-08-31,0.016399489763474676
2007-09-28,0.01615811031213213
2007-10-31,0.0317501437554934
2007-11-30,0.016431746586036924
2007-12-31,0.06780485767768264
2008-01-31,0.09502717100143612
2008-02-29,0.012565589597549817
2008-03-31,0.016356282576410294
2008-04-30,0.027415017806074
2008-05-30,0.11778726535115931
2008-06-30,0.04942454338558902
2008-07-31,0.08893945639587596
2008-08-29,0.010213839655172932
2008-09-30,0.01797409368791228
2008-10-31,0.04151999456141421
2008-11-28,0.13824736336663526
2008-12-31,0.04167615257054855
2009-01-30,0.08628291829194332
2009-02-27,0.1200151362024816
2009-03-31,0.0687146429381059
2009-04-30,0.1044757640308613
2009-05-29,0.025498098359854185
2009-06-30,0.015712150803637803
2009-07-31,0.03286155267356079
2009-08-31,0.008763296124455908
2009-09-30,0.012834201687730515
2009-10-30,0.0281293942501252
2009-11-30,0.008379567179717676
2009-12-31,0.09759120063507086
2010-01-29,0.11633249664074412
2010-02-26,0.052672538587010584
2010-03-31,0.16377476911489852
2010-04-30,0.029039877266880884
2010-05-31,0.11024759320365322
2010-06-30,0.042161772400829786
2010-07-30,0.09818790184048093
2010-08-31,0.007792451346424367
2010-09-30,0.010877610947795685
2010-10-29,0.07726349007853947
2010-11-30,0.09049108257334094
2010-12-31,0.0431645906419921
2011-01-31,0.0338419156596855
2011-02-28,0.1521473080784518
2011-03-31,0.0887203853395129
2011-04-29,0.0030745129569398205
2011-05-31,0.0028697334818603426
2011-06-30,0.010100478923668513
2011-07-29,0.015424127793898262
2011-08-31,0.09623170533829098
2011-09-30,0.07050090516767174
2011-10-31,0.08721263241751917
2011-11-30,0.004659423898789497
2011-12-30,0.07722031527059396
2012-01-31,0.11574300141971353
2012-02-29,0.03988666546219086
2012-03-30,0.1584627426574255
2012-04-30,0.02592497350991578
2012-05-31,0.10068761713759561
2012-06-29,0.03985209357930017
2012-07-31,0.09198954924020622
2012-08-31,0.0076211197959774185
2012-09-28,0.011306204272743217
2012-10-31,0.10739915733585019
2012-11-30,0.055940013736368296
2012-12-31,0.04092023027668813
2013-01-31,0.03198578059577298
2013-02-28,0.1514466830088943
2013-03-29,0.0930604054213672
2013-04-30,0.0028267267843661154
2013-05-31,0.0031971349318277303
2013-06-28,0.008330011966612386
2013-07-31,0.01510475694310598
2013-08-30,0.0936310791231057
2013-09-30,0.06566348864585604
2013-10-31,0.0857378369497076
2013-11-29,0.003912222215553998
2013-12-31,0.06195060789260201
2014-01-31,0.12058128605257061
2014-02-28,0.037862827500567395
2014-03-31,0.1535319599750803
2014-04-30,0.027347318760403708
2014-05-30,0.10260923254879731
2014-06-30,0.041432703520063896
2014-07-31,0.0925671555538835
2014-08-29,0.0072509572232149905
2014-09-30,0.01051450307519572
2014-10-31,0.111402772134689
2014-11-28,0.055937784818784614
2014-12-31,0.044572628055418104
2015-01-30,0.034310311316699815
2015-02-27,0.15761427329704192
2015-03-31,0.09684544685676252
2015-04-30,0.006777791566276489
2015-05-29,0.007266284008605489
2015-06-30,0.008207767986816134
2015-07-31,0.02238733164772269
2015-08-31,0.012351483357409015
2015-09-30,0.0691624700117854
2015-10-30,0.08885900355941301
2015-11-30,0.005725952260681011
2015-12-31,0.014620191038724237
2016-01-29,0.13152047006115403
2016-02-29,0.04255605429572862
2016-03-31,0.15808068023730087
2016-04-29,0.03064795807476972
2016-05-31,0.11443113859483571
2016-06-30,0.044514766714095516
2016-07-29,0.0988294327552491
2016-08-31,0.008231688179853577
2016-09-30,0.011059514546983965
2016-10-31,0.0875866021791633
2016-11-30,0.08986414303634721
2016-12-30,0.04134748619282988
2017-01-31,0.09581399679006541
2017-02-28,0.11435916374207392
2017-03-31,0.11104451083100039
2017-04-28,0.005360714333714295
2017-05-31,0.0013145420875150943
2017-06-30,0.0065754153787172115
2017-07-31,0.01974034347590653
2017-08-31,0.00615845295638176
2017-09-29,0.041421709502625206
2017-10-31,0.0667613610225337
2017-11-30,0.014556810452316674
2017-12-29,0.027231057382060386
2018-01-31,0.1300259466999768
2018-02-28,0.04528381942396034
2018-03-30,0.1579813595968538
2018-04-30,0.03177412514318042
2018-05-31,0.11150676466811757
2018-06-29,0.049102243617234295
2018-07-31,0.0941148197830454
2018-08-31,0.009140107261514215
2018-09-28,0.008909088185363429
2018-10-31,0.07709575293376277
2018-11-30,0.09014650057863724
2018-12-31,0.03709772459258983
2019-01-31,0.03694654160400059
2019-02-28,0.16324165715305627
2019-03-29,0.09420899190869579
2019-04-30,0.002656514923623794
2019-05-31,0.0029034178965192184
2019-06-28,0.006288145642329185
2019-07-31,0.017442566372416403
2019-08-30,0.005793188815161651
2019-09-30,0.03659238590161061
2019-10-31,0.05615987026620709
2019-11-29,0.004237248483194893
2019-12-31,0.012459262923996427
2020-01-31,0.12297113950276409
2020-02-28,0.03943318389750171
2020-03-31,0.1469696810861677
2020-04-30,0.029196631136203688
2020-05-29,0.10641844937646018
2020-06-30,0.04894724350085101
2020-07-31,0.08994428771620534
2020-08-31,0.008165682759514438
2020-09-30,0.009252048336104012
2020-10-30,0.07602434469071408
2020-11-30,0.08700631569095078
2020-12-31,0.03613455207432357
2021-01-29,0.0342115800201819
2021-02-26,0.16058844850783352
2021-03-31,0.09402146718011709
2021-04-30,0.006163133822304309
2021-05-31,0.0032542686347340963
